date,score,user_tags,user_rank,usage_duration,item_option,text_review,recommendation_score,발색력,지속력,발림성,수분감
2025.03.04,5점만점에 2점,"복합성, 봄웜톤, 다크서클, 잡티",,,[옵션] 27 허니 듀 멜론,첫 발색은 공홈 그대로임. 근데 시간 지나니까 핑크색으로 변함 빈짜 엥 스러운 틴트다,0,아주 만족해요,지속이 오래돼요,보통이에요,보통이에요
2025.02.28,5점만점에 2점,"지성, 여름쿨톤",,,[옵션] [어워즈한정기획] 23 피치 피치 미,리뉴얼 하고 더 별로에요... 왤케 얼룩덜룩 발리는지.. 그리고 광도 줄었어요,0,보통이에요,보통이에요,다소 아쉬워요,아주 촉촉해요
2025.02.26,5점만점에 2점,"지성, 여름쿨톤, 각질, 다크서클",,한달이상사용,[옵션] [단품]23 피치 피치 미,전부터 느꼈지만 왜 유명한지 모르겟는 ..? 바르면 바를수록 색 어두워지고 그렇다고 지속력이 좋은 것도 아니고 .. 리뉴얼했다길래 사봤는데 역시 그대로였어요,0,보통이에요,보통이에요,보통이에요,보통이에요
2025.02.25,5점만점에 2점,"복합성, 겨울쿨톤, 각질, 트러블",,한달이상사용,[옵션] [단품] 20 쥬쥬 피그,흠… 여전히 손이 전혀 안 가요.. 광이 예쁘긴 하데 금방 죽어서 시간 지나면 입술이 건조해져요. 오히려 봄가을에 쓰기 좋을 것 같아요,0,보통이에요,예상보다 짧아요,보통이에요,보통이에요
2025.02.24,5점만점에 1점,"건성, 웜톤, 다크서클, 민감성",,,[옵션] [어워즈한정기획] 03 베어 그레이프,"색은 예쁜데
알러지반응이 너무 심하네요...
성분 개선 시급",0,아주 만족해요,보통이에요,아주 만족해요,아주 촉촉해요
2025.02.23,5점만점에 2점,"복합성, 여름쿨톤, 민감성, 아토피",,한달이상사용,[옵션] [단품]03 베어 그레이프,ㅇㄴ 색깔이 왜 이렇게 바꼈어요??ㅠㅜ 리뉴얼 전에는 너무 이뻤는데.. 케이스도 귀엽고 발림성도 좋고 지속력도 좋아졌는데 착색 색깔이 걍 보라색인데요.??😶 한번쓰고 너무 충격적이게 별로라 친구한테줬네요;,0,다소 아쉬워요,보통이에요,보통이에요,보통이에요
2025.02.16,5점만점에 2점,"지성, 웜톤, 모공, 블랙헤드",,,[옵션] [올리브영단독]01 포멜로 스킨,음 일단 발색샷 같은색은 아니에요 처음엔 누디하게 올라가는데 조금 지나니까 찐한 주황으로 바뀌고 지속력도 별로에요,0,보통이에요,보통이에요,아주 만족해요,아주 촉촉해요
2025.02.13,5점만점에 2점,"복합성, 여름쿨톤, 트러블",,한달이상사용,[옵션] [단품]23 피치 피치 미,"한번바르고 처박템댓음 ㅠ
그냥그럽니다… 리뉴얼전이 더 나은거같은데",0,보통이에요,보통이에요,보통이에요,보통이에요
2025.02.12,5점만점에 2점,"복합성, 여름쿨톤",,한달이상사용,[옵션] [어워즈한정기획] 23 피치 피치 미,"색은 머무 예쁜데 광이 안 저런데 과대광고 아니냠서 ,,
글구 이거 쓰면 입술이 좀 아파요ㅠ",0,아주 만족해요,예상보다 짧아요,보통이에요,매트해요
2025.02.10,5점만점에 1점,"트러블성, 여름쿨톤, 트러블",,한달이상사용,[옵션] [어워즈한정기획] 03 베어 그레이프,처음 샀을 때 쇠냄새 같은 향취가 있긴 했는데 지금은 날아가고 없습니다. 그래도 재구매 의사가 있진 않아요. 양은 줄이고 색은 바뀌고 지속력이 긴 것 같지 않습니다.,0,다소 아쉬워요,예상보다 짧아요,보통이에요,아주 촉촉해요
2025.02.09,5점만점에 2점,"건성, 쿨톤, 민감성",,한달이상사용,[옵션] 08 핑크 펌킨,롬앤은 머니머니해도 가성비로 무난하게 사용하기 좋은 브랜드인데 리뉴얼하더니 가격을 너무 많이 올려서 실망입니다 몇 달 만에 1.5 배 가격 올리는 건 좀 아니지 않나요,0,보통이에요,보통이에요,보통이에요,보통이에요
2025.02.09,5점만점에 2점,"건성, 쿨톤, 민감성",,한달이상사용,[옵션] 14 아몬드 로즈,롬앤은 머니머니해도 가성비로 무난하게 사용하기 좋은 브랜드인데 리뉴얼하더니 가격을 너무 많이 올려서 실망입니다 몇 달 만에 1.5 배 가격 올리는 건 좀 아니지 않나요,0,보통이에요,보통이에요,보통이에요,보통이에요
2025.02.05,5점만점에 1점,"복합성, 봄웜톤, 다크서클, 모공",,,[옵션] [올리브영단독]06 필링 앵두,지속력 정말 안좋고 대부분 색이 좀 탁하게 발색되는 듯 합니다,0,다소 아쉬워요,예상보다 짧아요,아주 만족해요,보통이에요
2024.12.15,5점만점에 1점,"지성, 여름쿨톤",,,[옵션] [단품]23 피치 피치 미,"🩵본인 봄웜라 여쿨라 중간 너무 쿨함 착색 촌스러운 찐 핫핑크색 라이트톤들이 바르면 기절함,,,
🩵지속력...라이트한 그 색감 지속력은 없음 바르고 좀만 지나도 회끼돌면서 핫핑크로 변함 처음 라이트한 색감은 예쁜데 여전히 첫 발색 지속 못함
🩵광 별로 안예쁨 입술 갈라지는 아주 살짝 촉?매트?느낌으로 남음
🩵리뉴얼 하면서 이것저것 개선했다는데 개선된거 없음 착색 여전히 구림 자속력 여전히 구림 광 여전히 구림 그 와중에 용량 줄이고 기존 컬러들 색상 바꿔놓고 고객 문의는 듣고싶은것만 들어놓고 소통하는 롬앤 어쩌구 하면서 이미지만 계속 추락 시키고 있음
🩵용량,광,착색,지속력 그냥 립의 기본기인데 전부 충족이 안되니 다 개선해야하는데 개선할 의지도 안보여서 허망함 그래도 기존컬러들은 이것저것 덧바르든 지우든해서라도 꾸준히 써왔는데 이번에 이렇게 되니 전체적으로 롬앤 제품 자체에 재구매 의사 없을듯",3,다소 아쉬워요,예상보다 짧아요,다소 아쉬워요,보통이에요
2024.11.15,5점만점에 1점,"복합성, 봄웜톤, 각질, 다크서클",,,[옵션] [단품] 20 쥬쥬 피그,"⭐️롬앤의 고질적인 문제점 [상세페이지 컬러랑 실발색이랑 차이가 너무 난다]⭐️

쥬쥬피그..? 그냥 핫핑크입니다🙂‍↔️ 노-답
베어그레이프에 더 가까운 빼박 쿨톤 컬러
덧바를수록 플럼끼가 올라오는 플.럼.핑.크!
개코님 채널보면 cs를 비롯해서 리뷰도 되게 꼼꼼히
모니터링 하신다는데 롬앤 브랜드 첫출시부터
늘~반복되는 이슈인데 개선이 안되는걸보면
그런것도 아닌 것 같아요.

용량도 줄이고 가격도 이만큼 올렸으면 돈주고 샀는데 실발색이랑 너무 달라서 쓰지도 못하고 버리게되는 어처구니없는 일은 생기지 말아야한다고 생각해요🤔 저만 이런게아니라
제 동생도 같이 샀는데 똑-같",39,다소 아쉬워요,지속이 오래돼요,아주 만족해요,아주 촉촉해요
2024.11.03,5점만점에 2점,"민감성, 여름쿨톤, 각질, 모공",,,[옵션] [단품]23 피치 피치 미,"왼쪽이 롬앤, 오른쪽이 태그 신상틴트 4번 인데여….’ㅁ‘..
음 오른쪽이 더 광나죠??? 색도 비슷한데 더 여리여리함 롬인 틴트 팁이 좀 까끌까끌 기분이 좋지는 않아여…ㅎ…
그리고 시간지나면 색이 본연의 색을 잃어버림…..허허
이거 맞아요??? ㅠㅠㅠ 돈 아끼려면 그냥 태그틴트 사세요….",3,보통이에요,예상보다 짧아요,다소 아쉬워요,보통이에요
2024.11.02,5점만점에 2점,"트러블성, 다크서클, 트러블",,,[옵션] [단품] 20 쥬쥬 피그,"(사진 가장 맨 우ㅣ 색)
저는 핑잘 가을웜톤인데욤 상세페이지에 나와있는 색은 그냥 뉴트럴인간이 안사고는 베길 수 없는 색이길래 샀는데 왜 실제 발색은 형광기가 이렇게 도는거죠 ㅠㅠ 착색은 더심함 그냥 쿨톤임 두번째 사진은 페리페라 잉무글 22 쿨계포상인데요… 쿨톤 뉴트럴립과 웜톤 뉴트럴 립이 차이가 없으면(오히려 쥬쥬피그가 더 형광기돌고 쿨함)어쩌라는거냐구요
처음 발랐을 때는 뉴트럴해요.. 그런데 이거 바르고 신나서 외출하고 오니까 입술만 톤그로가 돼있더라구요(다른거는 바른거 아무것도 없이 이거만 여러번 덧발라줌) 제형이랑 타입은 너무너무 쫀쫀한데… 색이 진짜 너무 아쉬웠어요 지속력은 착색이 됐을 때 너무 다른 색인데 따질 수 있는건지..는 모르겠지만 지속력은 오래갑니다",2,다소 아쉬워요,지속이 오래돼요,아주 만족해요,보통이에요
2024.09.11,5점만점에 1점,,,,[옵션] 베어 애프리콧,진짜 리뷰 웬만해서는 안남기고 어떤 립을 발라도 멀정했던 사람인데 이거는 바르자마자 입술이 너무 땡기고 아파요. 제품 자체에 플럼핑 효과있는줄 알았는데 그건 아닌거같고 밑에 리뷰들 찾아보니깐 저같은 분들 꽤 있는거같은데 진짜 비추에요. 근데 개빡치는건 색깔은 이뻐서 더 화나요 ㅠ 롬앤 개선좀해주세요,10,보통이에요,보통이에요,보통이에요,보통이에요
2024.06.03,5점만점에 1점,"트러블성, 가을웜톤, 트러블",,,[옵션] 다크 코코넛,"별로 안촉촉해요! 바를때만 조금 촉촉한가? 싶다가
금방 사라지고 광이 별로 없어요
시간 지나니 입술은 약간 미끌거리는데 오히려 건조해지는 느낌이랄까요

상세페이지 발색샷이랑 색도 엄청 달라요ㅠ
잇도토리랑 엄청 고민하다가 산건데 톤이랑도 안맞음...

가을딥 추천템이라고 분명 그랬는데,, 으음,, 안예뻐요
딥한 브라운 색인줄 알았지만 입술에 올리니 오묘하게 쿨한 색이나와요
약간 브라운 섞인 보라색같달까??",2,다소 아쉬워요,보통이에요,보통이에요,보통이에요
2024.03.01,5점만점에 1점,"복합성, 웜톤, 모공, 미백",,,[옵션] 쥬쥬브,"쥬쥬브 리뷰 사진들 보고 기대가 너무 컸는지
저랑은 안맞는색이네요.. 어두운 분홍색이라
안좋아하는 색이에요
+첨부사진은
내 기본 입술색이 문젠가 하고
입술에 비비 바르고 그위에 발라본 색입니다
홈페이지에 나와있는 색이랑
발색차이 오바잖아요ㅜㅜ",1,다소 아쉬워요,보통이에요,아주 만족해요,보통이에요
2023.11.07,5점만점에 1점,,,,[옵션] [올리브영단독]포멜로 스킨,"좀 빡치네 .. 검수를 잘 한 것인지 배송에 문제가 있던 것인 지 포장을 잘 했는지 알 길이 없지만 깨져서 왔네요 ㅋㅋ
임시품절이라 교환도 안되나봐 ㅋㅋ 상품이 좋고 안좋고를 떠나서 하자를 받으니 기분이 안좋네요 ㅎㅎ
⭐️ 참고로 두 부분이 깨졌고 얘네들 때문에 뚜껑이 안닫힘 ㅠ",1,보통이에요,보통이에요,보통이에요,보통이에요
2023.11.05,5점만점에 1점,"건성, 여름쿨톤, 블랙헤드, 주름",,,[옵션] 체리 밤,"한두번만 발라봤는데 이상하게 입술이 너무 땡기고 화하고 주위가 미세하게 붓는 느낌이라 이상했어요. 틴트 다양하게 써봤지만 이런 느낌은 살면서 처음이었거든요.
검색해보니 롬앤 틴트 쓰고 구순염 발생했다는 후기가 네이버, 유튜브에 종종 보이더라고요.
하루 쉬고 다음날 다른 회서 틴트 발랐더니 입술에 그런 느낌 전혀 없어요.
한번 쓰고 바로 버렸답니다",5,아주 만족해요,지속이 오래돼요,아주 만족해요,보통이에요
2023.08.10,5점만점에 1점,"복합성, 웜톤, 탄력",,,[옵션] 잇 도토리,"겉으로 발색되는 색상과 입술에 올렸을 때
차이가 이렇게 난다고? 할만큼 별로였다.

쥬쥬브때도 느꼈는데 나와는 정말 안맞는 브랜드인듯..

입술에 색이 별로 없는 분들에게 잘 맞을 듯 하고
그 외 입술색이 있는 분이라면
대부분 입술이 어두워지고 딥해질것 같음..

얇게바르면 티도 안나고 그저 광택만 나오고
결국 어느정도 도톰히 올려줘야 발색이 되는데..
그러면 검붉은 입술색 되고
착색은 점점 심해져서 입술이 붉다못해 와인색됨...

올렸을 때 브라운/딥오렌지/도토리 느낌 별로 없고
아주 딥한 립색상이라서
한겨울에나 다시 꺼내볼 예정.

롬앤 좋다고 많이 알려져 있는데
다양한 제품 도전했으나 성공한적이
나는 단 한번도 없음..
이번이 롬앤 립도전 타입별로
2개씩 도전했고 잇도토리 6번째 도전 줄줄이 실패함..
입술에 끼거나 각질부각 되거나
발색이 너무너무 다르거나 .. 후 ㅋ

그냥 이게 마지막으로 사요나라할듯....",14,다소 아쉬워요,지속이 오래돼요,다소 아쉬워요,아주 촉촉해요
2023.03.02,5점만점에 2점,"건성, 여름쿨톤",,한달이상사용,[옵션] 베어 피그,"솔직히 손에 잘 가지 않아요
색이 조금 촌스럽게 나왔달까ㅠㅠㅠ
베어그레이프와 피그피그 너무 잘 쓰는 사람이라
베어피그 기대했는데 예상보다 보라끼도 많이 돌고
촌스러웠어요🥹 발림성은 마음에 드는데
색이 안예뻐서,,,ㅠㅠㅠㅠ

사진은 채도가 낮게 나왔어요.. 생각보다 채도가 높은 틴트랍니다!! 저도 사진에 나온 색상이면 맨날 바르고 다닐거 같은데ㅠㅠ 실제 발색은 저렇지 않다는점! 참고 해주세용",0,보통이에요,예상보다 짧아요,다소 아쉬워요,보통이에요
2021.09.20,5점만점에 2점,,,한달사용리뷰,[옵션] 코니소다,"사이트 립모델이 바른 톤만 보고 브라운 느낌이다 싶어서
덥썩 구매!!!

※사진 내용
2번째사진-함께 구매한 썸머틴트와 비교샷
3번째사진-하얀 티슈에 발색한 사진
4,5번째사진-바르기 전후 & 각도에 따른 톤 차이

※사용후기
립이 건조하고 주름이 많은 편이고 가지고 있는 립 컬러들이
거의 레드톤이라 차분한 톤을 구매하고자 질렀는데
실제 제 립 발색샷은 그다지 톤다운인거 같지 않았어요ㅠㅠ
발림성은 좋으나 금방 마르는 편이고 주름을 감출수 없었다는것ㅠㅠ유지력도 그닥ㅠ
오전에 빨대로 물한번 먹었을땐 괜찮았고
점심식사 후 립에 남은 컬러가없었어요ㅜ
유지",2,다소 아쉬워요,보통이에요,아주 만족해요,보통이에요
2021.07.23,5점만점에 1점,,,한달사용리뷰,[옵션] 멀드 피치,"입술이 사계절 내내 건조하며 주름이 많아요;;;
처음 베이스로 깔아도 그냥 발라도 차분한 맛은 있겠다싶어서 구매를 했는데 첨 발라보고 조금 당황했어요;;;
아랫 입술을 발랐는데 바르지 않은 윗입술과 그닥 차이가
없더라구요;;;; 톤은 제 입술색과 거기서 거긴거 같았고
촉촉함?유분기?의 차이 정도!
두번째 사진을 보시면 아시겠지만 위가 바르기전,
아래가 바른 직후 모습이구요!
3번째 사진은 밥 먹기전 사진이에요~참고로 전 오전에
빨대로 물만 먹었구요~! 건조한게 보이시죠?
멀드피치는 살지말지 한달정도 갈등하다가 질렀는데
발라보고 바로 후회ㅠㅠ왠지 구석에 넣어놓을듯ㅠ",1,다소 아쉬워요,예상보다 짧아요,아주 만족해요,보통이에요
2021.05.27,5점만점에 2점,"지성, 웜톤, 모공, 블랙헤드",,한달사용리뷰,[옵션] 쥬쥬브,"바르면 입술이 따가워요😭
유통기한 지난 립스틱도 그냥 쓰는 편인데
입에 뭐 바르고 따가운건 처음이에요..
구매허실 분은 꼭 매장에서 테스터 꼭 사용하고 구입하세요!!

색상은 많이 튀지 않아서 마음에 들었어요!
화장을 연하게 하는 편이라 붉은기 돌면서 튀지않는
그런 색을 원했는데 딱 재가 원하는 색이었어요!
촉촉하게 발려서 주름 부각 없이
입술이 매끈하고 통통해 보여요

색도 제형도 너어무 마음애 들지만
요즘 23호 쿠션을 쓰고 있다보니
잘 안어울리더라구요..
피부가 밝으신 분이 잘 어울릴 듯 해요!

색상도 발림성도 너무 만족했지만
입술 따가움 때문에 몇번 쓰지 못했어요ㅠㅠ",6,아주 만족해요,보통이에요,아주 만족해요,아주 촉촉해요
2020.05.28,5점만점에 2점,,,,[옵션] 피그피그,"매장에서 손등에다가 테스트했을때는 마음에들어서 샀는데
배송시키고 집에서 손등발색했을때랑 입술에 발색했을때랑 차이가 너무 나서 별로... 구매했던 롬앤 틴트 다 손등 발색이랑 입술발색이랑 달라서 별로...텍스쳐는 진짜 맘에 들음",1,보통이에요,보통이에요,보통이에요,아주 촉촉해요
2025.03.13,5점만점에 2점,,,,[옵션] 30 보늬 밤,"갈웜뮤트라 채도 낮은거 아니면 진짜 안어울리는데
진짜 안어울려요 .. 갈웜뮤트는 하지마시길..!!",0,보통이에요,보통이에요,보통이에요,보통이에요
2025.03.06,5점만점에 1점,,,,[옵션] 27 허니 듀 멜론,쥬시레스팅은 색이 너무 많이 변해요... 바르고 나갈 수가 없어요ㅠㅠ라이트한 색 바르고 나가도 착색이 너무 진하게 되고 ... 입술도 찌릿찌릿한 느낌 있습니다ㅠ 허니듀메론 파데로 입술 색 죽여야 간신히 발색샷이랑 비슷하게 나오는데 뭐 이건 당연하다 생각해서 만족했는데 그 색이 유지가 안돼요.. 착색은 무슨 다홍색으로 돼서 봄웜라인 저는 기절할 뻔 했네요,0,보통이에요,보통이에요,다소 아쉬워요,보통이에요
2025.02.15,5점만점에 1점,,,,[옵션] 07 체리 밤,"진심 롬앤에게 묻고싶다. 리뉴얼 왜함
입술에서 계속 빨간색 가루가 생기면서 떨어지고 색상도 다르고 케이스도 전이 훨씬 나아요..케이스 다 떠나서 발색,색감,광택 다 다르면 그냥 다른제품 아니오..리뉴얼 전이 훨씬 낫습니다...돌려주세요..",1,다소 아쉬워요,예상보다 짧아요,다소 아쉬워요,보통이에요
2025.02.02,5점만점에 2점,"건성, 여름쿨톤, 다크서클, 민감성",,,[옵션] 15 베어 피그,촉촉이라더니 볗로.. 광택감도 별로고 차라리 웨이크메이크가 흐ㅓㄹ 투명감있게 올라옴 광택유지도 웨이크메이크가 낫고 롬앤은 시간 별로 안지나도 촉촉이 광택이 사라짐 ; ㄱ괜히 삼 . 왼쪽이 롬앤 오릉쪽이 웨이크메이크,0,다소 아쉬워요,보통이에요,다소 아쉬워요,보통이에요
2025.01.31,5점만점에 2점,"지성, 봄웜톤, 각질, 트러블",,,[옵션] 13 잇 도토리,"리뉴얼 하고나서 안 좋다는 평 많았어도 믿고 샀는데
이렇게 분해되면 어떡해요 엉엉",1,보통이에요,보통이에요,아주 만족해요,보통이에요
2024.12.24,5점만점에 1점,,139,,[옵션] 04 피그 피그,"리뉴얼하고 나서 개별로임
발색샷 믿지마시고요
테스트하고 사셈",4,다소 아쉬워요,예상보다 짧아요,다소 아쉬워요,보통이에요
2024.12.21,5점만점에 2점,"복합성, 여름쿨톤, 각질, 모공",,,[옵션] [어워즈한정기획] 03 베어 그레이프,리뉴얼 전 베어그레이프가 진짜 최고였어서.. 리뉴얼되면서 색도 조금 바뀌고 양은 줄고.. 제발 전으로 돌아가면 안되나요 너무 아쉬워요ㅠ,0,보통이에요,보통이에요,보통이에요,보통이에요
2024.12.19,5점만점에 2점,"복합성, 웜톤, 미백",,,[옵션] 24 베어 쥬시 오,봄웜에게 인기있는 컬러라해서 구매했는데 저한텐 별로에요.그래서 전혀 손이 안가요,0,다소 아쉬워요,보통이에요,보통이에요,보통이에요
2024.12.12,5점만점에 2점,"중성, 여름쿨톤, 잡티",,한달이상사용,[옵션] 10 베어 애프리콧,"명성이 자자해서 구매해봤는데 저는 별로였습니다.
입술 자극이 심했고, 립앤아이리무버로 지워도 화하게 착색이 남아 다른 립제품을 바르기도 어려웠어요. 롬앤 제품 구매 안할것같습니다",0,다소 아쉬워요,예상보다 짧아요,다소 아쉬워요,보통이에요
2024.12.10,5점만점에 1점,"건성, 봄웜톤, 모공, 민감성",,한달이상사용,[옵션] [단품] 20 쥬쥬 피그,"가장 아래가 쥬쥬피그 발색인데,, 상세페이지 색이랑 달라도 너무 달라요. 바이럴 많이 해서 그런 후기들도 다 보고 샀는데도 너무 색이 다름..그냥 완전 핫핑크에요ㅠ",2,다소 아쉬워요,보통이에요,보통이에요,보통이에요
2024.12.08,5점만점에 1점,"민감성, 여름쿨톤, 민감성, 잡티",,,[옵션] [단품] 20 쥬쥬 피그,"롬앤은 왜항상 뚜껑이 말썽이죠? 기존 버전은 내용물이 자꾸 새서 두번이나 바꿨었는데 이번엔 안열려요,,ㅋㅋㅋㅋ하 한번쓰고 닫아놨은데 오늘 다시 쓰려고 보니까 이상한 줄이 생겨있어요 죽어도 안열려요 ㅋㅌㅌㅌㅋ 하",3,다소 아쉬워요,예상보다 짧아요,보통이에요,보통이에요
2024.12.01,5점만점에 1점,"지성, 봄웜톤",,,[옵션] [올리브영단독]01 포멜로 스킨,원래잘쓰던거 그만좀처바꿔라조팔놈들아 내 포멜로스킨돌려줘,9,보통이에요,예상보다 짧아요,다소 아쉬워요,아주 촉촉해요
2024.11.16,5점만점에 1점,,,,[옵션] [단품]23 피치 피치 미,웜톤분들은 사지마세요 핑잘웜 추천이던데 착색 이렇게 남아서 매우 당황스러움 ;;,79,다소 아쉬워요,예상보다 짧아요,보통이에요,보통이에요
2024.11.14,5점만점에 2점,,,,[옵션] [단품]03 베어 그레이프,"유명하길래 사본 템 매트파인데 궁금했음
당연한 소리지만 글로시 틴트도 각질 제거
박박 빡세게 해야할듯
얘 각질부각 개쩜",0,다소 아쉬워요,예상보다 짧아요,아주 만족해요,보통이에요
2024.10.22,5점만점에 2점,"복합성, 웜톤, 블랙헤드, 아토피",,,[옵션] [NEW]오드 그레이프,"발색이 그냥 입술색이에요. 아무 차이가 없음
이럴거면 왜 돈주고샀눈지 ㅠ",0,다소 아쉬워요,예상보다 짧아요,보통이에요,보통이에요
2024.10.18,5점만점에 1점,"건성, 여름쿨톤, 홍조",,,[옵션] [올리브영단독]베어그레이프,인기가 많아져서 그런가 스테디셀러 색상만 왜 올리브영 독점으로 판매하는지..,1,보통이에요,보통이에요,보통이에요,보통이에요
2024.09.09,5점만점에 2점,"트러블성, 웜톤, 미백, 주름",,,[옵션] [올리브영단독]포멜로 스킨,처음에 발랐을땐 베이지톤인데 착색은 핑크색으로 되는게 좀 어이없어요^^,2,다소 아쉬워요,보통이에요,보통이에요,보통이에요
2024.08.24,5점만점에 2점,"건성, 쿨톤, 민감성, 주름",,한달이상사용,[옵션] 체리 밤,"기대하고 구매했던건데 케이스색상도 이쁘구 좋았는데... 저랑은 안 맞아 서랍안에 넣고 안 쓰게 되네요..
그리고 착색이 좀 세거 같아요...
갠적으로는 롬앤립스틱도 좋아하는데
이번꺼는 별로였어요..🥲",0,다소 아쉬워요,예상보다 짧아요,다소 아쉬워요,보통이에요
2024.06.16,5점만점에 2점,"지성, 쿨톤, 다크서클, 모공",,한달이상사용,[옵션] [NEW]브리즈 피그,생각보다 발색이 별로라서 손이 안가요 ㅠㅠ 그냥 방치해두고 있음,1,다소 아쉬워요,보통이에요,아주 만족해요,아주 촉촉해요
2024.05.03,5점만점에 2점,,,,[옵션] [재출시] 피치미,"생각보다 오랜지끼가 많이돌아서 저는 잘안어울려요
색은 이쁜데 바르면 얼굴이 누래보이는..
아쉽지만 드래곤핑크라도 건졌으니 만족해요!",0,다소 아쉬워요,보통이에요,아주 만족해요,보통이에요
2024.04.23,5점만점에 2점,"건성, 봄웜톤, 모공, 피지과다",,,[옵션] [올리브영단독]베어그레이프,냄새가 토나와요 그리고 끈적거림 색상은 좀 어두워요 지속력 짧음 다른거 다 떠나서 냄새때문에 완전 비추에요;,0,보통이에요,예상보다 짧아요,보통이에요,아주 촉촉해요
2024.04.23,5점만점에 2점,"건성, 봄웜톤, 모공, 피지과다",,,[옵션] 베어 피그,냄새가 토나와요 그리고 끈적거림 색상은 좀 어두워요 지속력 짧음 다른거 다 떠나서 냄새때문에 완전 비추에요;,0,다소 아쉬워요,예상보다 짧아요,보통이에요,아주 촉촉해요
2024.04.08,5점만점에 1점,,,,[옵션] [NEW]오드 그레이프,립제품이 하도 많아서 아직 개봉안함 이번주 수욜에 개시해야지 ㅋㅋ그나저나 배송상태 무엇? 박스 개봉하자마자 저 상태였던거 찍은것임 기막혀,0,다소 아쉬워요,보통이에요,보통이에요,아주 촉촉해요
2024.01.25,5점만점에 2점,"지성, 웜톤, 다크서클",,,[옵션] 체리 밤,가방에 못 넣고다녀요^^; 너무 많이 새요...케이스 좀 바꿨으면ㅜ,1,아주 만족해요,보통이에요,보통이에요,보통이에요
2023.12.17,5점만점에 1점,"민감성, 쿨톤, 각질, 모공",,,[옵션] 베어 베리 스무디,"완젼 별로에요 지속력꽝
백화점 립사세요 용기도 잘세요 딸은 잘쓰네요",0,다소 아쉬워요,예상보다 짧아요,다소 아쉬워요,매트해요
2023.04.25,5점만점에 1점,,,한달이상사용,[옵션] 베어 피그,촉촉함. 너무 금방 마름..... 색도 그닥. 쿨톤도 아님...,0,다소 아쉬워요,예상보다 짧아요,다소 아쉬워요,보통이에요
2023.03.21,5점만점에 2점,"건성, 쿨톤, 각질, 모공",,,[옵션] 베어 피그,베어그레이프랑 피그피그색이 섞인 색이라고 해서 구매했는데 제 기준 그냥 보라색이에요 ㅠ 겨쿨이지만 이런 색은 비추해요,0,다소 아쉬워요,지속이 오래돼요,보통이에요,보통이에요
2022.12.05,5점만점에 1점,"건성, 각질, 미백",180,한달이상사용,[옵션] 파파야 잼,사용하다 입술이 너무 심각하게 건조해져서 사용 중단했어요 지속력도 너무 짧고 한시간도 안가는듯.. 커피마시고 물 마시면,5,보통이에요,예상보다 짧아요,보통이에요,매트해요
2022.12.05,5점만점에 1점,"건성, 각질, 미백",180,한달이상사용,[옵션] 베어 피그,처음엔 좋은가 싶었었는데 입술이 심각하게 건조해져서 사용 중단했어요 지속력도 짧고요,1,보통이에요,예상보다 짧아요,보통이에요,매트해요
2022.02.25,5점만점에 2점,,,,[옵션] 다크 코코넛,"향이 약간 딱 딸기치약향이에요.
발색은 사진하고 너무 달라서 좀 의아했구요.
손이 많이 안갈 것 같아요.",1,다소 아쉬워요,보통이에요,아주 만족해요,보통이에요
2021.08.04,5점만점에 1점,"건성, 쿨톤",,,[옵션] 베리 베리 핑크,"여쿨틴트라고 마케팅 엄청 한거 치고 너무너무 실망
진짜 미지근하고 저한텐 아주 웜하다고 느낄정도에요
절대로 쿨핑크는 아니고 그냥 연한 딸기우유핑크는
맞긴맞아요 근데색이 웜합니다 바를수록뭉치고 제형도 별로에요 ㅜㅜㅜㅜ너무실망",0,다소 아쉬워요,예상보다 짧아요,다소 아쉬워요,보통이에요
2020.10.23,5점만점에 1점,,,,[옵션] 체리 밤,바깥쪽에만 발리고 생각보다 별로에요. 추천은 안해요ㅠ,1,다소 아쉬워요,예상보다 짧아요,다소 아쉬워요,보통이에요
2019.08.04,5점만점에 2점,"건성, 웜톤, 모공, 블랙헤드",,,[옵션] 쥬쥬브,"물틴트 사려다가 잘못샀는데 반품비 아까워서 그냥 써봤더니
지속력도 너무 짧고 좀 진득하게 글로시 하네요ㅠㅠ 착색도 너무 안되구요,,",1,다소 아쉬워요,예상보다 짧아요,보통이에요,보통이에요
2025.03.03,5점만점에 1점,"지성, 겨울쿨톤",,,[옵션] 28 설화 딸기,"ㅈㄴ 허여멀건 미지근하고 맘에안듦 걍
새거 열자마자 냄새가 뭔 요거트 썩은내 남 ㅗㅗ",0,다소 아쉬워요,예상보다 짧아요,다소 아쉬워요,보통이에요
2025.03.02,5점만점에 1점,"복합성, 다크서클, 모공",,,[옵션] [NEW]멜로우 페어,사진처럼 유리광이 안 나여.. 그리고 색깔도 걍 입술색아여서 별로에용,0,다소 아쉬워요,예상보다 짧아요,아주 만족해요,매트해요
2025.02.28,5점만점에 1점,,,,[옵션] 19 썸머 센트,음... 뭐랄까 일단 저와는 안 맞는 것 같아요 너무 잘 지워지고 사라지고 발색도 착색도 별로에요ㅠ,0,보통이에요,예상보다 짧아요,다소 아쉬워요,아주 촉촉해요
2025.02.25,5점만점에 2점,,,,[옵션] [어워즈한정기획] 03 베어 그레이프,쿨톤이라 이 색을 샀는데 생각보다 어두운 색감이라서 잘 안맞아요,0,다소 아쉬워요,보통이에요,다소 아쉬워요,보통이에요
