Product,ID,SkinType,Rating,Date,Review
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),애플소다,복합성,5,2025.03.09,"쥬시 래스팅 틴트 베어 그레이프가 워낙 유명해서 써보고 싶기는 했는데 구매까진 선뜻 이어지지 않았어요. 리뉴얼 되면서 좀더 웜해졌다길래 어워즈 기획일 때 드디어 구매해봤어요. 구버전을 써보진 않았지만 기존보다 좀더 베이지 섞여서 웜쪽으로 미지근해져 핑크베이지 계열 좋아하는 저는 마음에 들어요.
예전보다 케이스가 동글해지고 예뻐서 좋았는데 용량은 작아졌나보군요🤔"
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),ZZ바라기,건성,5,2025.03.08,"😘롬앤 틴트~♡♡

🤗구매한 이유: 후기가 좋아서 구매하여 사용해보았는데 생각보다 좋습니다.

😊 입술이 건조하여 제겐 많이 매트하네요😂 🤣
알고는 샀지만 건조해서 여름철에만 사용해야할듯합니다~! 약간 끈적이나 심하지않아 괜찮아요~ 😊

발림성: 발림성이 다소 부족해요 매트해서요 수분감은 거의 없는 립이네요😀

😄 약간 끈적임은 있어요

🤗지속성: 음😑 지속력은 사실 별로입니다~! 금방 지워지고 마스크에 묻어요 립제품은 대부분 지속력

이 떨어지기에 어느정도 감안해야할듯합니다~! 😄🤣 😄양도 생각보다 괜찮아요 금방써요 ㅋ 케이스도 예쁘고요

😄색상표현~! 생각보다 예쁘게 표현됩니다~! 핑크와 레드가 섞인 이쁜 빨강 색상이 잘 표현됩니다 ~^^ 추천합니다 🥰"
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),올영가는사람,트러블성,5,2025.03.08,"기존 롬앤 틴트 용기의 단점이었던 새는 현상이 거의 없어져서 용기에 묻어남은 줄어들었어요.

하지만 용량이 줄어들어서 매우 슬프지만ㅜㅜ 틴트가 많기에 1개를 다쓰기는 거의 불가능해서 양이 줄어서 오히려 좋은 거 같네요.

♥️21호는 쿨톤!! 브라이트!! 마젠타 잘어울리시는분! 에게 강력 추천하는 색이에요!!

쿨톤+브라이트+마젠타 어울림이면 만족하실거에요."
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),혜ㅃl,중성,5,2025.02.18,"저는 립이 조금만 쨍하고 진해지면 확 부해보이는 느낌이 들어서 채도가 적당히 낮으면서 뮤트한 톤이 잘 맞아요

그래서 마음에 들면서 잘 어울리는 립 찾는 게 어려워서
틴트 유목민이었던 저의 유일한 n번째 공병템💓💓

베이스를 어떻게 깔아주는지에 따라서 발색도 조금씩
느낌이 달라지는데 그래서 더 매력있어요!!!
아래 사진은 베이스만 조금씩 다르고 베어그레이프를
메인으로 사용한 사진입니당
색상도 색상이지만 광택 유지력 다 좋은🥹🥹
벌써 거의 다 써가는데 또 쟁여야겟어요,,,,"
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),클레어님,복합성,3,2025.04.05,"뭔가 괜찮을듯한데 역시 별로에요,, 발색도 착색도 보통입니다"
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),클레어님,복합성,4,2025.04.05,단색으로 바르기보단 메트한 립스틱이랑 같이 사용하면 예뻐요~~
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),성냥이,복합성,5,2025.04.05,발색이 좋은지는 잘 모르겠고 편하게 바르고 다니기 좋습니다
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),성냥이,복합성,5,2025.04.05,발색이 좋은지는 잘 모르겠고 편하게 바르고 다니기 좋습니다
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),amita,복합성,5,2025.04.04,촉촉하고 데일리로 쓰기도 좋아서 잘 사용중입니다~착색도 나쁘지 않아여
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),amita,복합성,5,2025.04.04,촉촉하고 데일리로 쓰기도 좋아서 잘 사용중입니다~착색도 나쁘지 않아여
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),잔디잔디,트러블성,5,2025.04.03,"피치피치미가 더 웜한 피치가 된 느낌?
저는 쥬시 싫어햇는데 리뉴얼되고 슥슥 바르기 넘 좋음 ㅠ
피치피치미보다 더 원해서 그 컬러가 떳던 웜톤이들
이걸로 가세요 봄소프트 제일 추천"
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),옥도리도리,민감성,5,2025.04.03,최고의 촉촉이 틴트로 추천드려요 발색이랑 지속력 최고고 저의 인생틴트 등극
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),옥도리도리,민감성,5,2025.04.03,진짜 촉촉한데 안 무겁고 끈적이지 않는 틴트 찾기 어려운데 발색이나 지속력 모두 만족한 인생틴트예요ㅜ
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),momoa,지성,4,2025.04.02,"촉촉하고 생각보다 분홍 빛이 많이 도는
촉촉 틴트에요.~~"
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),momoa,지성,5,2025.04.02,"베어그레이프가 롬앤의 베스트 색상이라고 해서 구매해 보았어요.
생각보다 촉촉하고 수분기가 많아요"
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),momoa,지성,4,2025.04.02,"굉장히 촉촉한 틴트에요.
여리여리한 색상으로 립을 자연스럽게 해줘요."
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),장난꾸럭지,약건성,5,2025.04.02,"빠른품절에 놀람, 배송또한 빨랐어요.발림성이랑 굿. 지속성은 보통임."
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),짝짝박사,민감성,5,2025.04.02,"역시 롬앤이어서 착색은 강력하구요ㅋㅋ
컬러는 레드에 브라운 한 방울느낌이에요"
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),율,복합성,3,2025.04.01,"촉촉하니 항상 구매하는 상품입니다...

맥 칠리랑 비슷한 색상입니다."
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),예진아씨1,트러블성,3,2025.03.31,"색상이 생각보다 너무 연하고 지속력도 너무 짧아요...
저와 어울리지 않아서 친구 줌.."
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),햄서터,지성,1,2025.03.31,"컬러면에서 아주 만족했으나
나에게 구순염을 가져다준 롬앤..
내가 롬앤을 믿다니 바보같았지.."
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),이쁘면다야아,건성,4,2025.03.31,색상이 저랑 안어울리는.. 쉽게 건조했어요 그래도 기획세트에 가격저렴해요
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),odth,약건성,5,2025.03.30,ㅠㅠ여쿨라한테는 별루 안예뻐요 손등 발색은 예쁜데 이전 버전이 더 좋은 것 같기도 하고...
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),해리니,건성,5,2025.03.30,와ㅋ개이쁜색임진짜…. 촌스러운색아니고 개청순한색.. 어케 이런색을 뽑았지? 롬앤진짜사란해요 공홈발색이랑 ㄹㅇ비슷함
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),Ybyboob,건성,5,2025.03.01,"예뿌네용 🌸^^ 차분한색임ㅇ
피치볼이랑 비슷한 느낌
핑잘봄 ㄱㄱㄱ"
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),zx****,건성,5,2025.04.05,"대박템등장,,
흰끼가득 뽀용코랄
제 입술에서는 핑크끼 낭낭하게 발색 돼서 더더 이뻤어요
단종을 제발 삼가주시길🙏🏻

사진은 두 장 다 같은 틴트들입니다
다른 조명에서 비교해봤어요 🥰"
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),cosmongs,건성,5,2025.03.29,여쿨에게 정말 추천하는 넘 이쁜아가 ㅠㅠ 모두에게 사랑받아 마땅해요 넘 이뻐
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),우갹갹갹,복합성,5,2025.03.28,봄라이트면 이거 당장사세여 롬앤틴트중에 바르고 안 탁해지는 건 처음인듯😭😭😭넘 예뻐요 진짜 왼쪽부터 피치피치미 허니듀멜론 멀드피치입니당
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),굥잉,복합성,5,2025.03.25,다크닝이 있어서 양조절하고 얇게 펴바르는게 좋아요 컬러는 여쿨라에게 딱입니당
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),다은이가되,건성,4,2025.03.25,"추천 퍼스널컬러 여름 쿨톤 라이트타입!

일단 제가 느끼기엔 색감이 너무 제스타일이여서 무조건 구매 이러면서 구매를 했는데 다크닝이 조금 심했어요 그리고 시간이 지날수록 건조해짐을 느꼈구요ㅠ 이점 참고해주새여 색감은 진짜 예뻐요"
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),히카리천사,건성,5,2025.03.20,저번에 샀던 피치피치미보다 훨씬 여쿨색이고 마음에 듭니다. 여쿨 색 더 내주세요...
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),모모레이,복합성,5,2025.03.20,"피치피치미는 바르고나면 주황느낌으로 약간 변해서 아쉬웠는데
설화딸기는 팁에 보이는 색상 그대로 차운 핑크 유지됩니다"
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),GinWife,복합성,5,2025.03.19,올영 오프라인 매장 갔다가 테스트해보고 예뻐서 얼른 담은 제품 ㅎㅎ 뭔가 확 웜이다! 쿨이다! 이런 느낌 아니고 적당하고 무난하게 바를 수 있는 제품이라 편안한 느낌
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),ㅣ김여름ㅣ,지성,5,2025.03.19,"누카다미아🤎

가을웜톤 찰떡 컬러🤎

지속력은 그렇게 좋지는 않지만 컬러가 예뻐요!

차분하게 바를 때 누카다미아 하나만 써도 좋고
누카다미아를 베이스 립으로 바른 후 더 진한 컬러 틴트로 포인트 주는 것도 예뻐요!"
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),ㅣ김여름ㅣ,지성,4,2025.03.19,"도토리밤♥️

가을웜톤한테 잘 어울린다고 해서 구매했어요!

딥한 레드 컬러

포인트립으로 쓰기 좋아요!!"
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),불꽃놀이구경,민감성,5,2025.03.18,블랙 베리... 블랙 립 하나로 모든 것이 설명되지 않을까 싶은데ㅋㅋ
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),복합성17호여쿨라,민감성,4,2025.03.18,너무 색이 자주 빠지고 추가되고 그래서 구매할때마다 좀 복집하게 느껴져요. 개인적으로 틴트보단 글로스가 좀 더 잘 만들어진 것 같아요.
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),가족오락가락관,건성,5,2025.03.14,쿨톤 필승템 함 사봤어요 번들거리는 거 싫어하는데 휴지에 함 찍어낼 생각우로 샀어요
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),사랑해뚱이,민감성,3,2025.03.14,"보늬밤인데 핑크기 돌아서 별루에요
약간 브라운 코랄 색상일줄알았눈디ㅠㅠ"
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),쥐현,복합성,5,2025.03.13,"조선무화과 진짜 이쁩니다…❣️
웜쿨상관없이 잘 어울릴것 같아요❣️"
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),냥양펀치,복합성,5,2025.03.12,확실히 살짝 푸르딩딩하게 올라와요! 거의 웜톤색으로 바뀌는 입장으로 맘에 들어요!
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),냥양펀치,복합성,5,2025.03.12,저는 바뀐 베어그레이프 너무 좋아요 ㅠ 기획 들어있는레어 틴트도 맘에 듭니당
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),인기쟁이송살구,트러블성,5,2025.03.11,올영 못 지나치는 참새가 돼‼️ 아주 만족해요‼️😘❣️
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),신놜,트러블성,3,2025.03.10,"글로시한 롬앤도 기댜하고 구매햇는데
손이 안가네요
발색도 리뉴얼 전보다 아쉽고 지속력도 떨어지는데
바를 땐 괜찮은데 시간지나면서 각질부각이 도드라지는듯"
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),멍예진,민감성,4,2025.03.09,색감이 부드러워서 거울 없이도 바르기 편하고 이뻐요ㅎㅎ!
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),hawaii코코넛,복합성,5,2025.03.09,"위에는 피치피치 밑에는 애리콧 색상이에요.
비슷한듯 아닌듯, 에리콧이 약간 주황끼 돌지만 입술에 올리면 연해요. 미세하지만 조금 진한 피치피치가 잘쓰일듯해요"
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),솔솔방울이,민감성,5,2025.03.07,"촉촉하게 바르기 좋고
입술에 광택이 있어 보여서
각질이나 주름 많은 입술에도 바르고 나면
촉촉해 보이고 입술이 탱탱해보여서 더 이쁜거 같아요
발색도 이쁘고
건조한 입술에 촉촉하게 바르기 좋아요"
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),뜌뚜우,복합성,5,2025.03.07,"릴바레 틴트 4번째(?) 구매하는데 피그피그 컬러는 처음이예요
쿨베스트라해서 사봤는데 너무 이뻐요 ㅠㅠ 찰떡
저는 베어그레이프보다 이게 더 이쁘네요"
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),HyunD0707,민감성,5,2025.03.07,봄웜에게 과하지 않고 포인트 립으로 해주기 좋은 제품이에요!!
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),청포도먹자,지성,5,2025.03.07,"촉촉하고 지속력도 나쁘지 않아요! 원래 쥬쥬브만 2통째 쓰다가 다른색상도 써보고 싶어서 테스트하고 구매했습니다!
쥬쥬브+피그피그색을 합친것이 = 쥬쥬피그던데 색 정말 이뻐요!
저는 쿨보다는 웜톤같은데 넘 이쁘네요,, 향도 맘에 들고 좋아요!
다만 기획으로 받은 미니 틴트는 색이 ... 쓸수없을거 같아요 ㅋㅋㅋㅋ 너무 오렌지라..ㅎ"
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),건성대왕,건성,5,2025.03.01,"친구한테 선물했어용🥹
넘 이쁜 컬러
쿨톤에게 추천해요!!"
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),소수빈너가내미래다,건성,3,2025.04.05,"퍼컬 : 봄웜 페일

조선무화과 , 허니 듀 멜론이 너무 이뻐보여서 출시하자마자 올영으로 달려가서 구매했습니다

장점 : 일단 이번에 컬러 진짜 이쁩니다 허니 듀 멜론으로 베이스 깔고 조선 무화과로 포인트 주면 진짜 이뻐요.. 지속력도 좋습니다 . 봄웜 분들 추천!

단점 : 하지만 .. 저는 립은 무조건 촉촉립 파인데 .. 이게 립이 분명 매트립이 아닌데 레전드로 입술이 건조해집니다... 이게 매트립을 발랐을때 느껴지는 건조함과는 달라요 .. 롬앤 항상느끼는데 진짜 롬앤만 바르고 좀 지나면 입술이 바짝 마르고 좀 따갑다고 해야하나? 그래서 건조한 계절에는 진짜 절대 못바를거같아요..ㅠㅠㅠ

컬러감도 정말이쁘고 다 좋은데 이것때문에 못바르고 있습니다...

총평 : 입술 예민하지 않고 각질 없고 잘 건조해지지 않는 편이다 ! 하시면 사세요!!"
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),소수빈너가내미래다,건성,3,2025.04.05,"퍼컬 : 봄웜 페일

조선무화과 , 허니 듀 멜론이 너무 이뻐보여서 출시하자마자
올영으로 달려가서 구매했습니다

장점 : 일단 이번에 컬러 진짜 이쁩니다
허니 듀 멜론으로 베이스 깔고 조선무화과로 포인트 주면
진짜 이뻐요.. 지속력도 좋습니다

단점 : 하지만 .. 저는 립은 무조건 촉촉립 파인데 .. 이게 립이 분명 매트립이 아닌데 레전드로 입술이 건조해집니다… 이게 매트립을 발랐을때 느껴지는 건조함과는 달라요 .. 롬앤 항상느끼는데 진짜 롬앤만 바르고 좀 지나면 입술이 바짝 마르고 좀 따갑다고 해야하나? 그래서 건조한 계절에는 진짜 절대 못바를거같아요.. ㅠㅠㅠ

컬러감도 정말이쁘고 다 좋은데 이것때문에 못바르고 있습니다…

총평 : 입술 예민하지 않고 각질 없고 잘 건조해지지 않는 편이다 ! 하시면 사세요!!"
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),김김은김김,건성,5,2025.03.29,"새로 나왔을 때부터 탐났는데 고민고민하다가 샀어요
색 자체는 진짜 이뻐요!! 봄웜한테 찰떡일 색깔입니다 다만 입술색이 진한 분들께는 발라도 잘 티가 안 날 거 같아요 ㅠㅠ
입술색이 진한데 쓰고 싶다! 하는 분들은 입술색 죽인 후에 올리시거나 하는게 좋을 것 같아요"
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),부산린쟈오밍,건성,5,2025.03.28,입술색 죽이고 바르는 게 개이쁨 처음 화장할때 파데 다하고 다른 거 다하고 올렷을때가 젤 이쁨 아무리 수정해도 그느낌 잘 안남 그리고 묻어남 많은데 나중에보면 색이 쿨톤 같아서 당황스러움 그래도 처음 색이 진짜 너무 이뻐서 못버리겟음 리뉴얼 된 것도 ㅈㄴ이뿐듯 더 연해저서 은근 좋음 느좋!!! 그리고 케이스 뚜껑 위쪽에 틴트가 새서 들어감 뚜껑봅아서 닦으면 되긴한데 그래도 좀 별로임
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),지니삐,복합성,4,2025.03.24,"웜톤인데 무난하게 잘 바를 수 있는 레드컬러같아요
기분전환 레드 컬러입니다

처음 바를땐 수분감보다 오일감이 더 있는 것 같고
색 지속력은 좋으나 약간 얼룩덜룩해요
베이스로 바르고 휴지로 한번 톡 해준 뒤
다른 립밤으로 정돈하면 예쁘네요

저는 착색 용도로 사용하고
립밤으로 컬러 올려 사용합니다"
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),리락후마,복합성,5,2025.04.06,촉촉하게 잘 발리지만 틴트 특성상 지속력이 아쉬워요 ㅜㅜ 그래도 색상은 웜쿨 안 가리고 다 어울릴 것 같은 색상이에요
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),나니소니,복합성,5,2025.04.06,롬앤더쥬시래스팅 틴트 구입했어요 ㅎㅎ 아주 좋아요 감사합니다
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),탱2라구,건성,5,2025.04.04,롬앤 제품은 다 좋은고같아요옹 색상도 너무 이뻐서 재구매할거같아용오..!!!
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),히봄,트러블성,5,2025.04.02,"가을웜?가을뮤트? 웜톤 베이스로 추천해요
저는 개인적으로 촉촉보다는 매트립좋아하는데
가끔 촉촉이가 땡길때 너무 끈적이는 촉촉이 아니라 좋더라구요"
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),선물같은하루,복합성,5,2025.04.02,원래 촉촉이보다는 매트파였는데 요즘엔 또 촉촉하게 광나는 립메컵이 이뻐보여서 샀어요. 색은 봄웜도 잘어울리는 약간 핑크+코랄 섞인 느낌!
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),V은하수V,복합성,5,2025.04.02,입술색이 좀 진한 저한테는 발색이 약하지만 그래도 은은하게 바르기 좋은 것 같아요~ 색 예쁩니다♡
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),V은하수V,복합성,5,2025.04.02,어울릴까 긴가민가 하다가 샀는데 오~~ 색 넘 예쁩니다~ 색 때문에 합격!! 이번 봄에 잘 사용할듯요ㅎㅎㅎ
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),땨땨땨땨,트러블성,4,2025.04.01,쌩얼립으로 쓰기에 넘 좋은색인데 촉촉립 치고는 너무 건조해요
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),제일잘나가는젊은이,지성,5,2025.03.31,유명세에 궁금해서 사봣어요. 진한 입술색을 갖고 있는 사람이라 조금만 발라도 시간 지나면 확 진해지는 경향이 있어요. 얼굴 환한 사람에게는 잘 어울릴 것 같아요
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),카페라떼,복합성,4,2025.03.31,처음이 바를 땐 수분감이 있지만 시간이 지나면 많이 건조함을 느껴요 그래도 색상이 이뻐서 만족합니다
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),올0노예,복합성,5,2025.03.31,갈웜친구 롼장하네요🤦‍♀️맨날 바르고 다니는듯! 잘 쓰라 기지배야~💕우리동네에 재고 없어서 비오는날 옆 동네까지 자전거 타고 가서 픽업해옴ㅎ사실 비오는줄 모르고 자전거 타고 간거임😂😂
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),쿨톤박사,건성,5,2025.03.06,"레전드의 귀환;; 롬앤이 다시 일한다.. 사실 요즘 롬앤 신상 보면서 실망 많이했었다구요,, 멀쩡히 잘쓰던 쥬시래스팅 단종시키고 새롭게 돌아온건 다 너무 쨍하고.. 근데 이거 완전 멀멀 뮤트 무화과색 인데요?? 엄청 이뻐요.. 사진은 아몬드로즈랑 비교해보고 신비복숭아랑 비교해본것입니다 둘다 연한색이 조선무화과에요!! 그리고 웜톤분들!!!❗️이거 웜컬러 아니에요❗️ 여름뮤트가 잘쓸 무화과색이지 웜이 절대 아닙니다.. 제일 비슷한느낌은 컬**램 흥칫리치정도가 되겠네요 웜분들은 발색샷에 혹해서 사셨다가 낭패보는일 없으시길..."
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),크림짱,복합성,5,2025.03.05,"라이트톤 라이트톤 후기마다 염불을외어댄 보람이 있습니다🥹
쥬시래스팅 리뉴얼되고
오드그레이프없어..베어바인없어..베어베리스무디없어…
광광울면서 쿨라이트톤 어디갔냐했더니
롬앤이 설화딸기 말아왔네

딸기는 아니고 딸기우유 색인데요
예전 쥬시래스팅 베어베리스무디만큼의 형광흰끼는 없고
분명 쿨한데 넘 .. 포근한분위기를 주는 핑크
그렇다고 웜하다는 말은 아닌데
근데 핑잘봄도 쓸수있을거같은

광택은 시간지나면 처음보다 많이 줄어드는편이에요
(두겹광택 어쩌고 하면서 용량만줄이더니ㅡㅡ)
그래도 예쁜신상 가져왔으니 만족이에요
컬러 진해짐은 거의 없어서 거기서 일단 매우 칭찬입니다"
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),bbokari,지성,5,2025.03.01,"🌸19-20호 핑잘봄웜라🌸
주황끼 있는 립 바르면 바로 나이 +10살 되는 얼굴임

안녕하세요^_^ 피치피치미 써보고 너무 실망스러워서 분노했던 사람입니다 ㅎㅎ 제가 피치피치미를 쓰고 분노했던 이유는 !! 유튜버 분들이 분명히 맑다고 했는데 전.혀 맑지 않고 탁하고 쨍한 진달래핑크였기 때문임미다 ,,🤯 저도 피치피치미 실망하고 동생도 리뉴얼 베어그레이프에 실망했어서 다시는 쥬시래스팅 틴트 안산다고 다짐했지만 ~^^ 이번 레어쥬시 컬렉션은 너무 예뻐보여서 ‘한번만 더 속아볼까‘하고 매장에 가서 발색을 해봤답니다🤗

결론은‼️ 예뻐요 ,, 예쁨미다,, 이제 두겹광택 ㅇㅈ할게요

- 허니 듀 멜론: 엄청 주황! 일줄알았는데 그냥 딱 멀멀~한 가을뇨자st메컵할 때 잘 쓸거같아용 (+ 쨍한 립 누르는 용) 핑잘봄 기준 쓸만한 멀멀립

- 조선 무화과: 얘 때문에 매장 갔어요,, 진심 댕이쁨😇 저도 이런 오묘한 컬러 발라보고 싶었는데 죄다 진해서 못 발랐는데 얘는 그나마 여릿해서 나름 괜찮았어용 얘도 가을메컵 혹은 차분한 메컵할때 좋을 거 같아용 핑잘봄 기준 괜찮은 분위기립

- 신비 복숭아: 얘는 살 생각도 없었는데 테스트해보고 바로 구매했어용~^_^ 광 대박적임 베이스립깔아주고 포인트로 올려주면 바로 내가 사과..내가 앵두❤️(ㅈㅅ)

두 번째 발색샷은 순서대로 허니듀/신비/조선"
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),ah31046,지성,5,2025.03.01,"리뉴얼 되면서 좀 더 베이지? 멀멀한 색상으로 바뀐 것 같아요
더 미지근해진 것 같네요
뮤트한 색 잘 받는 분들 잘 어울리실 것 같아요
리뉴얼되면서 광이 더 예뻐진 것 같아서 좋아요
증정이였던 글로스 플럼핑 효과도 있고 펄이 너무 예뻐서 본품 출시해주셨으면 좋겠어요!"
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),크림짱,복합성,5,2025.03.01,"리뉴얼된 더쥬시에서 제일 맘에드는 컬러에요
봄여름 라이트톤들에게 너무 잘어울릴 피치핑크

솔직히 리뉴얼전과 비교했을때 광택이 더 좋아졌다거나..
하는 부분은 크게 못느꼈고요
용량만 줄어서 좀 빈정 상했지만은🙂
피치피치미는 너무예뻐서 품었습니다

너무 쿨하지만은 않은 맑은 진달래핑크 컬러구요
두번째 손바닥 발색샷이 실제와 가장 흡사합니다
입술에 올렸을때 그대로 발색되고
큰 변색이 없다는점이 가장 큰 장점이에요
적당한 착색이 있고
겹쳐 발라도 얼룩덜룩해짐 크게 못느꼈어요"
